"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"
3686.74	3691.09	3695.51	3702.03	3710.64	3719.14	3725.52	3730.56	3737.87	3740.93	3741.74	3744.37	3746.71	3746.58	3745.46	3746.37	3749.77	3753.58	3756.35	3759.05	3759.65	3754.81	3748.04	3740.99	3735.18	3730.21	3723.63	3717.65	3712.64	3709.73	3706.64	3704.32	3702.83	3701.4	3699.81	3700.09	3705.78	3714.4	3721.04	3727.03	3736.76	3747.58	3764.55	3782.07	3796.96	3812.5	3826.76	3843.67	3868.32	3882.9	3891.63	3901.66	3911.85	3918.63	3924.26	3931.75	3940.18	3945.73	3950.58	3951.75	3954.69	3958.25	3964.38	3972.52	3979.71	3986.77	3991.56	3995.63	3998.57	4002.71	4009.33	4014.61	4017.93	4020.17	4028.55	4040.3	4045.2	4046.38	4047.34	4047.08	4061.08	4075.46	4084.24	4113.31	4140.57	4139.88	4124.62	4109.93	4094.07	4079.14	4060.27	4047.71	4033.64	4023.37	4014.91	3987.23	3978.43	3978.5	3967.57	3954.34	3941.17	3928.71	3919.49	3908.88	3902.56	3896.1	3895.26	3896.2	3897.73	3897.78	3894.37	3888.44	3883.55	3881.05	3879.83
3691.03	3695.2	3699.06	3704.49	3711.45	3718.78	3726.19	3731.81	3738.03	3741.91	3746.26	3751.39	3753.77	3752.6	3751.15	3751.43	3753.91	3756.7	3758.53	3758.9	3757.89	3753.99	3748.84	3742.75	3736.65	3731.62	3725.56	3720.11	3715.66	3712.99	3710.47	3708.49	3706.64	3705.04	3703	3702.2	3706.06	3712.43	3718.74	3724.88	3732.64	3741.48	3756.43	3773.52	3787.4	3801.69	3817.64	3831.92	3851.48	3867.39	3877.1	3886.07	3898.05	3908.99	3917.46	3926.85	3933.75	3939.85	3943.81	3944.22	3944.82	3947.24	3952.33	3959.23	3966.88	3975.9	3984.86	3990.38	3994.41	3998.29	4002.47	4006.14	4008.28	4009.2	4016.81	4030.02	4040.81	4045.51	4046.43	4044.92	4051.67	4067.54	4078.95	4087.95	4114.53	4128.4	4126.57	4118.75	4100.38	4079.8	4052.82	4023.78	4004.72	3999.62	3995.67	3985.58	3979.99	3974.5	3962.02	3951.36	3940.7	3929.87	3920.08	3909.72	3902.64	3897.45	3898.45	3901.44	3905.4	3905.69	3901.5	3895.31	3890.37	3886.6	3884.1
3693.44	3697.38	3702.14	3707.68	3713.94	3720.82	3728.31	3734.55	3740.31	3744.93	3751.1	3757.73	3760.55	3758.38	3755.82	3754.73	3758.22	3762.86	3766.03	3764.34	3759.57	3755.02	3750.02	3744.2	3738.13	3732.98	3727.24	3722.35	3718.11	3715.92	3714.33	3712.97	3711.19	3709.51	3707.98	3707.75	3709.77	3713.5	3717.46	3722.12	3728.84	3738.14	3749.03	3764.94	3778.22	3792.36	3806.82	3820.93	3836.82	3852.31	3863.9	3873.02	3884.93	3896.55	3908.1	3918.4	3926.83	3932.82	3935.87	3937.9	3938.63	3940.36	3944.84	3949.94	3955.8	3963.98	3974.93	3984.33	3989.57	3992.78	3995.77	3999.07	4002	4004.37	4011.19	4022.82	4035.98	4043.78	4045.46	4044.28	4047.69	4055.29	4075.56	4079.16	4079.71	4091.58	4096.74	4093.01	4077.61	4056.7	4029.06	4004.25	3993.48	3991.8	3987.9	3981.49	3975.04	3966.35	3955.64	3948.31	3939.36	3929.89	3920.66	3910.4	3902.68	3898.94	3901.53	3908.45	3915.08	3914.81	3909.22	3902.69	3897.59	3893.67	3891.25
3694.26	3697.61	3703.36	3710.72	3718.17	3724.71	3731.66	3738.96	3745.11	3749.94	3755.93	3762.02	3765.5	3764.46	3760.86	3758.33	3765.7	3772.58	3777.76	3775.5	3766.67	3759.21	3752.55	3745.18	3738.75	3733.62	3728.65	3724.54	3720.05	3717.86	3717.58	3717.33	3715.7	3713.81	3712.64	3712.75	3713.81	3715.79	3717.51	3720.77	3725.85	3732.73	3742.58	3757.06	3770.77	3782.72	3796.4	3810.64	3824.46	3839.16	3853.27	3863.1	3871.85	3882.32	3895.44	3908.37	3918.93	3925.62	3928.69	3932.67	3933.32	3934.34	3938.36	3942.37	3946.66	3953.08	3965.31	3977.58	3985.12	3988.3	3990.82	3993.38	3996.8	4000.34	4006.6	4016.8	4029.77	4039.63	4042.59	4042.35	4044.47	4047.71	4066.81	4079.61	4078.01	4077.92	4083.7	4074.04	4055.62	4037.19	4020.94	4005.41	3993.57	3987.37	3980.61	3972.39	3965.41	3957.72	3950.31	3945.21	3937.24	3929.01	3920.68	3911.28	3903.75	3901.27	3906.04	3914.51	3921.13	3920.87	3915.84	3910.08	3904.4	3900.96	3898.44
3696.6	3697.84	3704.69	3714.72	3723.07	3728.82	3735.17	3742.9	3750.67	3756.73	3762.69	3768.24	3770.9	3771.23	3770.77	3771.8	3780.14	3783.64	3787.2	3783.76	3772.04	3763.07	3755.2	3746.43	3739.06	3734.12	3730.18	3726.81	3721.92	3719.49	3720.13	3720.63	3719.18	3717.17	3716.06	3716.27	3717.06	3717.89	3718.38	3720.14	3724.27	3729.67	3738.19	3749.98	3762.92	3773.76	3785.83	3799.34	3814.1	3827.58	3842.26	3854.14	3863.03	3870.68	3880.02	3894.32	3907.84	3917.2	3923.19	3925.97	3928	3930.03	3933	3936.11	3938.98	3945.17	3957.17	3970.99	3980.7	3985.69	3987.42	3988.59	3990.97	3994.44	4000.29	4010.15	4022.44	4032.6	4037.36	4038.47	4041.52	4047.27	4059.63	4074.06	4081.06	4086.55	4092.35	4075.53	4051.07	4035.82	4020.3	4005.79	3990.41	3981.29	3977.07	3968.1	3958.45	3951.93	3946.46	3943.01	3935.66	3927.96	3920.44	3913.71	3909.03	3907.05	3910.52	3916.3	3921.33	3922.5	3919.34	3915.36	3911.73	3908.43	3906.08
3695.56	3698.13	3708.39	3720.95	3729.55	3734.09	3739.45	3747.24	3756.05	3763.62	3769.78	3776.04	3778.24	3779.09	3782.23	3785.48	3790.4	3792.85	3796.32	3792.54	3777.11	3766.1	3757.89	3748.29	3740.34	3735.92	3732.96	3730.58	3726.04	3723.32	3723.13	3722.88	3721.3	3719.26	3718.21	3718.63	3719.56	3719.93	3719.5	3719.96	3723.05	3728.36	3734.79	3743.63	3755.52	3766	3775.81	3788.46	3803.15	3817.57	3831.59	3843.68	3853.7	3860.24	3868.38	3879.01	3894.14	3906.63	3913.35	3918.55	3921.02	3923.2	3926.85	3930.57	3932.67	3937.68	3949.63	3964.17	3975.74	3981.67	3984.58	3984.31	3984.44	3986.74	3991.99	4001.08	4013.15	4024.43	4031.69	4035.51	4040.1	4047.41	4055.56	4067.04	4076.03	4083.64	4093.26	4081.97	4055.55	4035.74	4016.66	4002.46	3988.52	3979.2	3980.13	3968.04	3954.43	3949.86	3944.88	3942.05	3935.29	3928.11	3921.59	3917.63	3915.13	3913.51	3915.08	3917.71	3921.08	3923.54	3922.63	3920.72	3918.7	3916.43	3915
3696.65	3702.18	3715.58	3728.87	3737.71	3742	3745.75	3752.53	3760.49	3768.35	3774.72	3780.65	3783.78	3785.87	3790.01	3792.99	3795.98	3801.1	3805.69	3803	3787.79	3771.97	3761.26	3750.28	3742.92	3739.28	3736.6	3733.31	3730.47	3727.76	3726.15	3724.62	3722.9	3720.94	3719.68	3720.11	3721.1	3721.42	3720.66	3719.97	3722.86	3728.23	3733.48	3739.89	3748.95	3758.04	3766	3779.05	3795.16	3807.67	3820.46	3831.97	3841.28	3850.39	3857.45	3866.85	3878.54	3892.55	3901.05	3904.8	3908.89	3913.85	3919.56	3923.74	3926.8	3932.83	3942.84	3957.43	3969.66	3977.11	3980.51	3980.05	3979.51	3980.12	3983.07	3990.04	4000.97	4013.53	4024.07	4029.47	4037.42	4052.01	4057.89	4057.82	4062.54	4071.05	4084.85	4082.97	4058.45	4037.82	4020.11	4014.29	4000.94	3978.09	3982.25	3968.52	3953.2	3948.78	3944.15	3941.54	3935.24	3930.05	3924.46	3920.66	3918.33	3917.33	3918.98	3920.88	3924.33	3928.14	3928.58	3927.7	3926.45	3925.68	3926.4
3700.34	3709.69	3723.6	3735.77	3744.19	3749.7	3752.8	3758.2	3764.8	3772.48	3778.65	3785.01	3789.41	3793.61	3799.72	3803.44	3807.6	3812.42	3813.86	3810.7	3798.87	3783.33	3767.6	3752.74	3745.78	3743.05	3740.75	3738.1	3735.44	3732.56	3730.21	3728.08	3725.98	3723.94	3722.67	3723	3724.09	3724.35	3723.48	3722.71	3725.02	3729.36	3733.48	3738.72	3743.98	3750.87	3757.06	3767.89	3787.28	3801.43	3812.86	3822.72	3829.55	3839.11	3846.24	3855.26	3864.74	3877.62	3890.56	3896.64	3899.07	3903.46	3910.31	3917.47	3922.56	3928.61	3938.14	3951.01	3964.05	3971.83	3975.75	3975.9	3976.52	3976.62	3977.73	3981.14	3988.35	3998.72	4010.72	4020.64	4031.77	4050.21	4052.35	4045.24	4046.21	4053.73	4067.55	4071.44	4054.85	4041.86	4038.12	4038.09	4029.28	3989.23	3980.06	3969.02	3950.44	3947.76	3943.76	3941.11	3935.66	3931.38	3926.31	3921.88	3919.45	3919.38	3922.24	3926.13	3931.4	3936.9	3939.15	3938	3934.82	3934.73	3937.44
3703.1	3716.65	3729.73	3740.74	3749.42	3755.8	3759.4	3764.3	3770.57	3777.45	3784.25	3791.88	3796.72	3803.24	3813.83	3818.8	3823.44	3827.12	3824.93	3818.66	3806.59	3792.85	3775.81	3759.61	3750.8	3748.22	3745.57	3742.86	3739.99	3736.97	3734.2	3731.61	3729.23	3727.56	3726.92	3727.34	3728.29	3728.56	3728.12	3727.9	3729.35	3731.85	3734.61	3738.68	3741.65	3745.64	3749.06	3757.53	3776.06	3793.36	3806.38	3815.52	3823.88	3830.51	3837.38	3843.97	3852.07	3860.91	3876.04	3887.49	3890.51	3895.25	3901.89	3909.36	3915.53	3922.86	3933.22	3947.59	3960.48	3967.86	3971.95	3972.55	3972.71	3973.32	3975.06	3977.24	3980.92	3986.84	3996.04	4006.35	4012.92	4019.56	4023.73	4028.75	4038.23	4047.58	4057.84	4064.23	4059.67	4059.41	4061.62	4047.79	4035.81	4000.09	3980.15	3968.09	3955.39	3948.39	3944.45	3941.2	3936.88	3932.37	3928.1	3923.82	3920.94	3922.31	3926.44	3932.04	3939.15	3947.52	3954.05	3953.55	3946.71	3940.31	3941.05
3707.98	3723.6	3734.35	3744.98	3754.82	3760.48	3763.62	3768.94	3775.06	3782.37	3790.45	3798.43	3802.95	3811.7	3824.33	3828.7	3834.18	3839.44	3837.87	3829.42	3815.45	3797.44	3782.02	3769.36	3759.06	3754.26	3750.7	3747.23	3744.36	3741.64	3738.68	3735.38	3732.24	3730.54	3730.78	3731.89	3733.06	3733.51	3733.09	3732.69	3733.37	3734.49	3736.03	3738.84	3740.3	3742.55	3745.18	3750.26	3763.89	3782.58	3796.71	3809.14	3816.02	3824.05	3829.05	3836.38	3843.13	3847.49	3856.93	3871.63	3881.32	3889.2	3895.76	3902.95	3909.76	3917.79	3929.09	3943.97	3958.35	3965.64	3969.34	3969.76	3969.68	3970.97	3973.42	3975.23	3978.38	3982.47	3987.95	3994.01	3997.94	4004.37	4018.25	4031.29	4040.15	4049.59	4061.16	4069.53	4073.86	4077.89	4068.23	4048.01	4032.08	4001.12	3981.13	3973.68	3959.89	3951.81	3946.74	3942.1	3937.64	3933.17	3930.38	3927.53	3925.91	3927.8	3931.94	3937.91	3945.69	3955.51	3963.99	3966.5	3963.29	3954.72	3953.24
3714.74	3726.76	3736.45	3748.49	3759.83	3764.71	3767.31	3771.17	3778.77	3787.59	3796.39	3805.4	3811.44	3823.07	3836.89	3839.65	3844.3	3848.83	3846.37	3838.68	3823.73	3801.49	3786.22	3774.85	3765.96	3760.03	3755.77	3752.18	3748.64	3746.03	3743.8	3741.22	3736.96	3733.93	3734.68	3736.64	3737.64	3738.02	3736.95	3735.82	3735.59	3736.82	3737.37	3739.1	3739.57	3741.22	3744.13	3750.38	3759.49	3772.35	3785.54	3800.56	3810.27	3817.01	3823.86	3831.2	3838.31	3841.92	3848.5	3858.86	3871.81	3883.3	3890.85	3898.15	3906.02	3915.49	3927.49	3941.85	3956.11	3963.45	3966.96	3967.33	3966.28	3968.6	3972.9	3974.94	3976.96	3981.91	3988.42	3996.07	4005.92	4018.1	4025.92	4038.45	4045.24	4053.02	4069.68	4082.07	4090.14	4089.12	4066.92	4045.19	4027.83	4003.86	3986.14	3980.38	3967.82	3958.69	3951.48	3944.5	3938.88	3934.4	3932.12	3929.52	3927.71	3929.64	3933.74	3940.32	3949.07	3959.24	3967.36	3972.79	3978.69	3983.6	3984.14
3717.52	3727.3	3738.42	3751.95	3762.77	3765.58	3768	3773.5	3784.92	3795.47	3804.33	3814	3821.55	3833.76	3847.34	3854.55	3858.21	3856.14	3850.79	3843.29	3827.84	3807.38	3792.77	3780.57	3772.2	3765.11	3760.99	3757.47	3754.05	3752.42	3752.21	3751.04	3746.38	3741.16	3740.57	3742.06	3742.57	3742.1	3740.36	3738.84	3737.98	3738.67	3738.63	3739.13	3739.17	3740.65	3744.46	3750.68	3758.45	3766.3	3777.94	3790.09	3802.46	3810.72	3817.01	3824.19	3832.99	3838.61	3843.9	3850.99	3864.11	3877.28	3886.51	3894.63	3903.46	3914.64	3928.46	3941.66	3953.28	3959.59	3962	3962.15	3962.05	3968.29	3975.94	3979.58	3983.17	3988.9	3997.55	4006.09	4015.85	4023.61	4033.21	4042.03	4048.27	4062.76	4084.51	4097.67	4099.24	4091.18	4062.61	4040.96	4025.17	4009.57	3993.55	3986.14	3977.44	3968.04	3959.26	3950.26	3942.07	3937.48	3935.95	3933.74	3930.99	3932.35	3934.97	3941.53	3951.3	3960.66	3968.19	3975.16	3983.32	3990.55	3991.46
3717.81	3728.54	3742.91	3755.89	3765.87	3764.93	3768.64	3780.65	3796.12	3807.35	3816.07	3822.07	3828.86	3837.23	3850.6	3862.82	3866.45	3862.62	3856.76	3848.96	3831.53	3811.07	3799.47	3788.5	3779.48	3772.4	3766.53	3763.25	3760.02	3759.76	3761.51	3762.04	3759.4	3753.64	3749.05	3747.08	3745.83	3744.71	3743.57	3742.07	3740.63	3739.44	3738.68	3738.05	3738.18	3739.72	3743.42	3749.56	3756.84	3763.09	3771.75	3782.69	3793.26	3803.33	3809.85	3817.24	3825.56	3832.29	3837.71	3845.71	3858.92	3872.12	3882.08	3891.88	3901.74	3914.9	3930.8	3943.96	3952.01	3955.5	3956.89	3958.21	3960.69	3972.05	3982.84	3988.17	3995.16	4002.78	4010.78	4017.21	4029.34	4042.46	4053	4060.73	4071.17	4082.85	4095.85	4105.92	4101.45	4089.04	4063.6	4045.62	4029.83	4017.16	4004.81	3991.69	3984.83	3978.72	3971.45	3960.14	3950.74	3942.67	3941.53	3942.4	3942.66	3943.48	3943.66	3947.97	3955.72	3962.15	3968.01	3974.85	3981.85	3988.01	3990.96
3717.86	3730.52	3747.72	3762.03	3772.2	3774.35	3781.81	3797.07	3811.33	3818.65	3825.52	3831.52	3837	3844.13	3858.27	3871.97	3872.86	3868.91	3861.71	3853.39	3838.84	3819.99	3808.26	3798.86	3790.97	3783.63	3777.08	3772.94	3770.71	3769.94	3769.35	3768.53	3767.8	3762.79	3756.83	3752.96	3750.85	3749.69	3748.87	3747.02	3744.64	3742.55	3740.58	3738.85	3738.01	3738.87	3742.64	3748.21	3755.27	3761.37	3767.54	3777.45	3785.07	3793.8	3802.23	3810.12	3819.28	3827.21	3832.47	3839.69	3853.6	3867.45	3877.13	3888	3899.93	3915.5	3933.45	3946.69	3950.9	3950.05	3953.02	3958.99	3965.19	3976.3	3986.1	3993.46	4004.79	4012.88	4018.59	4027.25	4049.47	4069.02	4080.41	4088.73	4096.24	4100.6	4104.54	4107.31	4102.5	4093.98	4076.84	4062.47	4039.99	4024.26	4012.35	3997.51	3988.73	3982.19	3980.04	3971.79	3962.55	3952.15	3949.88	3954.03	3959.91	3961.19	3959.96	3958.66	3960.32	3964.65	3968.33	3973.47	3979.16	3985.14	3988.93
3718.96	3732.06	3751.43	3769.26	3780.08	3784.21	3795.23	3813.77	3827.59	3830.05	3835.13	3841.01	3846.36	3855.12	3871.09	3883.63	3881.66	3875.69	3866.94	3858.1	3847.14	3831.51	3819.24	3811.26	3806.02	3800.31	3793.89	3788.32	3783.38	3778.19	3773.71	3771.05	3770.33	3766.48	3761.86	3757.74	3755.12	3754.43	3754.69	3752.57	3749.67	3747.33	3745.45	3742.77	3739.95	3739.11	3742.6	3747.9	3753.81	3760	3765.31	3772.78	3780.47	3787.65	3795.17	3803.45	3813.2	3822.79	3827.53	3834.31	3847.37	3861.85	3870.82	3880.66	3896.87	3916.42	3934.13	3944.61	3945.5	3942.83	3950.51	3962.09	3970.1	3978.53	3986.52	3996.47	4012.08	4018.15	4023.53	4042.3	4067.92	4080.18	4089.89	4098.24	4103.78	4109.69	4112.62	4111.53	4114.56	4114.1	4089.93	4074.84	4057.43	4039.33	4022	4008.57	3997.34	3988.26	3983.7	3981.06	3976.13	3969.16	3965.85	3967	3970.21	3970.94	3969.14	3965.2	3963.63	3966.74	3970.78	3974.53	3977.25	3980.98	3983.17
3719.89	3734.91	3760.33	3780.01	3787.89	3791.61	3806.11	3829.23	3840.23	3837.37	3842.9	3849.23	3856.44	3866.94	3879.28	3890.23	3889.21	3883.48	3875.93	3867.21	3857.71	3844.68	3831.28	3823.7	3820.02	3815.42	3809.16	3801.76	3792.63	3783.07	3776.77	3773.6	3772.73	3769.59	3766.3	3762.12	3758.44	3757.37	3758.99	3757.1	3753.89	3752.44	3752.46	3751.11	3746.6	3741.98	3743.08	3748.54	3753.77	3758.29	3762.87	3769.29	3776.11	3782.95	3789.7	3797.19	3805.53	3815.56	3822.81	3829.47	3842.27	3857.88	3866.39	3875.2	3892.22	3915.11	3930.17	3930.57	3931.99	3938.9	3950.5	3961.89	3970.62	3978.93	3987.46	3998.31	4014.36	4022.29	4038.01	4059.18	4076.17	4082.1	4090.41	4099.57	4110.04	4119.28	4122.76	4123.83	4132.84	4141.1	4108.26	4080.23	4072.77	4053.84	4033.34	4021.62	4018.52	4011.5	4000.61	3990.68	3985.03	3982.27	3980.86	3978.29	3976.62	3975.02	3972.61	3969.37	3968.49	3969.87	3972.45	3975.03	3976.1	3978.18	3979.2
3721.8	3740.84	3767.82	3784.98	3792.9	3797.92	3814.55	3836.15	3841.5	3840.9	3847.97	3856.55	3863.88	3871.5	3884.69	3897.18	3896.6	3891.1	3884.51	3876.59	3868.59	3856.92	3841.88	3833.45	3829.13	3824.16	3817.21	3808.55	3799.18	3789.61	3782.19	3777.86	3774.91	3771.8	3769.3	3766.61	3763.78	3761.2	3761.78	3760.24	3757.54	3756.41	3757.7	3759.56	3757.47	3752.07	3749.59	3751.72	3754.96	3757.31	3761.35	3766.78	3773	3778.86	3784.79	3792.59	3801.93	3810.38	3818.35	3826.27	3838.87	3854.52	3863.65	3873.85	3886.88	3906.34	3921.42	3917.51	3923.01	3937.57	3948.08	3956.91	3966.15	3976.99	3986.82	4000.37	4023.53	4045.56	4064.42	4073.58	4078.97	4083.14	4087.78	4094.99	4110.64	4122.36	4127	4131.67	4143.26	4156.51	4132.1	4097.88	4088.5	4065.62	4042.21	4038.18	4047.72	4046.82	4037.26	4026.29	4012.92	3999.95	3992.52	3987.34	3981.59	3978.17	3975.47	3972.89	3972.62	3972.94	3974.21	3975.78	3975.44	3976.63	3977.34
3723.91	3741.69	3765.26	3784.78	3792.88	3802.16	3820.67	3837.3	3844.53	3846.15	3852	3859.73	3867.36	3876.64	3889.22	3904.47	3908.09	3902.39	3895.29	3886.84	3876.49	3862.53	3848.64	3842.67	3836.93	3830.28	3821	3810.65	3803.1	3795.51	3788.28	3783.13	3779.24	3776.01	3774.49	3773.92	3772.86	3770.84	3770.36	3767.88	3764.19	3761.24	3760.7	3763.59	3764.55	3761.03	3757.14	3756.01	3756.9	3757.44	3760.53	3765.97	3771.39	3776.11	3781.71	3790.64	3801.1	3809.03	3814.7	3822.26	3836.24	3849.89	3858.32	3867.84	3880.75	3893.79	3903.67	3907.62	3920.58	3932.74	3942.47	3950.19	3960.13	3972.04	3983.64	4002.3	4034.17	4058.7	4071.85	4076.83	4078.21	4078.55	4080.6	4090.18	4106.65	4118.23	4125.97	4131.93	4138.33	4141.32	4125.59	4109.33	4101.97	4077.6	4055.16	4058.67	4075.61	4079.67	4071.12	4061.66	4046.79	4025.73	4008.45	3995.2	3984.77	3980.07	3977.7	3975.39	3975.34	3975.17	3975.73	3976.63	3975.11	3975.7	3976.27
3728.76	3744.18	3763.53	3783.1	3793.78	3806.8	3825.8	3838.71	3846.88	3851.32	3856.72	3863.35	3871.75	3882.59	3893.39	3911.21	3919.32	3913.55	3904.02	3894.16	3883.1	3867.45	3857.15	3852.74	3847.6	3839.92	3827.18	3812.54	3804.6	3798.56	3791.99	3786.54	3783.44	3780.12	3778.32	3778.91	3779.26	3778.46	3779.47	3777.54	3772.91	3768.23	3765.54	3766.01	3766.32	3764.19	3761.2	3759.16	3758.53	3757.81	3760.05	3766.74	3771.84	3775.56	3779.78	3791.45	3805.37	3811.02	3811.17	3814.83	3827.08	3837.99	3846.21	3852.51	3863.61	3875.21	3882.23	3895.91	3913.8	3926.81	3936.89	3945.02	3953.45	3963.9	3977.93	3991.92	4016.43	4037.62	4052.01	4060.86	4063.71	4065.24	4072.01	4085.2	4100.19	4112.65	4123.26	4127.52	4129.85	4126.62	4116.69	4110.34	4106.25	4091.99	4081.53	4083.66	4090.73	4095	4090.33	4078.38	4065.14	4047.08	4021.78	3998.61	3989.44	3982.09	3979.93	3979.81	3979.66	3979.88	3976.09	3976.04	3975.6	3976.08	3976.69
3735.32	3751.55	3766.81	3782.06	3796.32	3811.94	3830.22	3841.12	3851.17	3857.37	3862.4	3867.08	3876.46	3887.64	3899.84	3916.46	3922.33	3914.94	3905.58	3895.87	3886.18	3874.67	3866.37	3861.92	3856.59	3849.22	3834	3816.21	3806.87	3800.92	3795.55	3791.47	3788.25	3784.33	3780.87	3779.69	3780.1	3781.11	3784.61	3785.26	3781.34	3775.33	3771.09	3770.2	3769.35	3766.51	3763.31	3760.72	3759.75	3758.91	3760.91	3768.5	3774.97	3778.55	3778.2	3786.82	3804.43	3810.57	3808.74	3809.51	3817.75	3826.44	3835.51	3842.54	3848.75	3859.16	3867.77	3883.26	3905.54	3919.82	3930.42	3939.65	3947.73	3957	3970.7	3981.51	3995.16	4012.13	4026.65	4034.18	4041.53	4054.59	4066.2	4079.05	4091.49	4103.09	4115.99	4122.33	4124.7	4121.41	4115.12	4109.24	4103.46	4097.35	4095.12	4093.96	4093.46	4093.74	4089.09	4079.12	4068.34	4056.41	4031.03	4001.17	3993.76	3983.77	3980.19	3979.85	3979.35	3979.2	3977.14	3976.41	3975.35	3975.23	3974.93
3740.43	3758.32	3770.6	3783.25	3800.36	3815.7	3832.68	3844.46	3854.69	3861.56	3867.73	3870.93	3881.65	3893.48	3907.5	3919.98	3922.79	3915.64	3905.81	3895.94	3886.98	3878.85	3872.75	3866.97	3861.33	3853.39	3837.28	3821.08	3810.94	3805.6	3800.14	3796.43	3794.12	3789.39	3784.1	3780.57	3781.26	3786.92	3792.74	3792.98	3788.68	3782.31	3776.18	3775.25	3773.71	3768.91	3765.19	3762.02	3759.99	3761.07	3765.54	3772.99	3778.97	3783.31	3781.58	3781.95	3794.75	3803.18	3805	3807.4	3813.11	3818.75	3826.48	3834.72	3839.47	3848.51	3859.19	3872.74	3894.86	3912.44	3924.72	3934.2	3943.51	3952.78	3963.51	3975.8	3988.6	4001.85	4015.13	4022.94	4033.16	4048.37	4057.46	4069.31	4083.09	4093.65	4105.58	4115.83	4119.94	4117.93	4113.15	4106.55	4100.12	4095.01	4092.74	4090.57	4089.14	4088.36	4085.97	4078.9	4065.36	4056.62	4037.33	4017.53	4011.4	3996.39	3987.04	3983.77	3981.67	3980.41	3978.87	3977.36	3977.02	3976.25	3976.55
3747.91	3762.4	3773.43	3787.99	3805.52	3818.53	3834.86	3848.19	3856.59	3862.73	3871.08	3876.42	3887.23	3897.56	3911.94	3921.41	3921.8	3914.56	3905.53	3896.12	3888.4	3881.12	3875.38	3869.69	3865.51	3857.2	3840.67	3826.56	3818.02	3812.41	3806.98	3803.4	3799.99	3794.98	3789	3785.04	3786.56	3793.37	3799.27	3799.06	3796.21	3791.81	3785.35	3784.01	3780.9	3773.25	3768.61	3765.16	3763.11	3765.81	3772	3778.02	3782.16	3785.29	3785.94	3785.55	3791.82	3798.26	3801.44	3804.2	3808.86	3812.98	3819.09	3826.48	3832.03	3838.75	3849.73	3863.51	3883.73	3903.14	3918.66	3930.67	3940.87	3948.38	3958.51	3972.2	3987.35	3997.96	4008.61	4019.91	4033.08	4046.7	4054.27	4065.11	4078.11	4089.75	4101.22	4110.74	4113.11	4111.85	4108.63	4102.91	4096.77	4090.87	4086.78	4084.4	4083.79	4083.89	4083.08	4077.73	4068.62	4058.32	4043.31	4034.04	4027.91	4012.26	3998.97	3991.79	3987.53	3984.53	3982.48	3979.41	3978.49	3981.62	3986.02
3756.62	3765.11	3778.57	3792.67	3809.46	3821.36	3838.76	3851.7	3858.01	3863.06	3872.52	3879.55	3890.22	3898.63	3913.69	3921.89	3919.26	3912.14	3905.33	3896.88	3891.14	3884.97	3878.15	3872.94	3869.73	3862.42	3846.79	3832.43	3822.96	3818.3	3813.06	3809.04	3803.56	3798.86	3793.8	3791.03	3792.02	3795.77	3799.35	3800.4	3800.48	3799.94	3795.82	3795.56	3793.27	3783.36	3775.33	3771.07	3769.83	3772.08	3776.84	3781.6	3785.13	3787.48	3788.25	3789.85	3792.88	3796.3	3798.89	3801.32	3804.83	3810.04	3815.69	3821.64	3827.64	3833.48	3842.94	3853.97	3874.47	3893.97	3910.18	3926.38	3936.72	3944.43	3953.25	3966.78	3981.5	3990.03	4000.46	4014.03	4032.84	4048.36	4057.09	4064.12	4074.84	4087.46	4098.83	4106.7	4108.74	4107.26	4104.44	4099.57	4093.56	4086.93	4081.83	4079.59	4079.67	4079.67	4079.07	4075.82	4070.88	4064.7	4053.11	4042.07	4031.83	4019.85	4008.83	4000.06	3994.35	3989.26	3985.25	3982.86	3984.13	3990.64	3997
